date,open,high,low,close,volume
23/02/2018,41.8141,42.2909,41.7828,42.2547,135249440
26/02/2018,42.4594,43.1913,42.4257,43.0902,152648696
27/02/2018,43.1215,43.4538,42.8952,42.9506,155712500
28/02/2018,43.16,43.4863,42.8687,42.8856,151128552
01/03/2018,42.9867,43.284,41.571,42.1344,195207880
02/03/2018,41.6047,42.4474,41.5204,42.4257,153815800
05/03/2018,42.1849,42.7941,42.0188,42.5726,113605464
06/03/2018,42.835,42.9169,42.4064,42.5364,95154024
07/03/2018,42.1199,42.339,41.9586,42.1416,126813848
08/03/2018,42.2499,42.6448,42.1512,42.6014,95096428
09/03/2018,42.847,43.3382,42.7098,43.3334,128740648
12/03/2018,43.408,43.9136,43.3888,43.7523,128828324
13/03/2018,43.9618,44.1809,43.1552,43.331,126774116
14/03/2018,43.4152,43.4634,42.8109,42.9626,117473424
15/03/2018,42.977,43.396,42.8735,43.0132,90975192
16/03/2018,43.0132,43.1263,42.7652,42.8615,157618752
19/03/2018,42.6929,42.7291,41.8117,42.2066,133787084
20/03/2018,42.1921,42.5677,42.1199,42.1921,78597400
21/03/2018,42.144,42.156,41.2339,41.2363,148219740
22/03/2018,40.9305,41.5758,40.5934,40.6536,165963068
23/03/2018,40.5429,40.9113,39.7122,39.7122,164115136
26/03/2018,40.4658,41.6769,40.0734,41.5974,150164944
27/03/2018,41.8165,42.1705,40.189,40.5308,163690316
28/03/2018,40.2684,40.9353,39.7724,40.083,166674180
29/03/2018,40.402,41.3519,40.1841,40.396,153594020
02/04/2018,40.4201,40.6753,39.5991,40.1312,150347164
03/04/2018,40.3623,40.6285,39.6978,40.5429,121112184
04/04/2018,39.6978,41.4145,39.6713,41.3182,138421956
05/04/2018,41.5517,41.9491,41.4313,41.6047,107732788
06/04/2018,41.1641,41.5276,40.4971,40.5405,140021160
09/04/2018,40.9016,41.6745,40.8932,40.9426,116070872
10/04/2018,41.6528,41.8936,41.2989,41.713,114456964
11/04/2018,41.4674,41.8751,41.3398,41.518,89726560
12/04/2018,41.7515,42.1344,41.6625,41.9273,91557140
13/04/2018,42.0814,42.3366,41.8575,42.0693,100497020
16/04/2018,42.1416,42.4209,42.0934,42.3318,86313680
17/04/2018,42.4931,43.0821,42.4738,42.9144,106421768
18/04/2018,42.8109,43.0541,42.587,42.8181,83018152
19/04/2018,42.1223,42.2283,41.571,41.6047,139235200
20/04/2018,41.0738,41.2239,39.8302,39.9,261964560
23/04/2018,40.1684,40.189,39.5076,39.7845,146061908
24/04/2018,39.888,40.0469,38.8166,39.2307,134768068
25/04/2018,39.1537,39.8278,39.1031,39.4016,113528336
26/04/2018,39.5148,39.9024,39.3342,39.5389,111852056
27/04/2018,39.4859,39.5654,38.6745,39.0814,142623356
30/04/2018,39.0357,40.2708,38.9659,39.7893,169709696
01/05/2018,40.0662,40.7379,39.7917,40.7138,214277504
02/05/2018,42.1885,42.7965,41.8454,42.5124,266157484
03/05/2018,42.3462,42.7363,41.9998,42.5894,136272720
04/05/2018,42.9169,44.3615,42.8976,44.2603,224805268
07/05/2018,44.5854,45.1849,44.4818,44.5806,169805692
08/05/2018,44.5396,44.8358,44.2206,44.7948,113611108
09/05/2018,44.9152,45.1199,44.595,45.1102,92844964
10/05/2018,45.2017,45.835,45.1801,45.7555,111957156
11/05/2018,45.7997,45.9374,45.3066,45.5822,104848884
14/05/2018,45.6837,45.8093,45.4057,45.4758,83115088
15/05/2018,45.1447,45.2148,44.7386,45.0625,94780636
16/05/2018,44.9731,45.5507,44.9561,45.4831,76732256
17/05/2018,45.4395,45.6595,45.0432,45.1954,69176116
18/05/2018,45.2438,45.3937,44.9876,45.0311,73190912
21/05/2018,45.4395,45.7465,45.1762,45.3501,73603148
22/05/2018,45.5302,45.6522,45.1447,45.2365,60962816
23/05/2018,45.0407,45.5604,44.8981,45.5266,80233660
24/05/2018,45.6257,45.6426,45.0069,45.4758,92935900
25/05/2018,45.4951,45.8384,45.355,45.5797,69843852
29/05/2018,45.3429,45.6208,45.1664,45.4154,90056300
30/05/2018,45.3719,45.4395,45.1447,45.3187,74762188
31/05/2018,45.251,45.4951,44.99,45.1664,109931172
01/06/2018,45.4374,45.9858,45.3791,45.981,93770040
04/06/2018,46.3181,46.7496,46.2492,46.3653,105064696
05/06/2018,46.6638,46.8752,46.4934,46.723,86263852
06/06/2018,46.8003,46.9091,46.387,46.8849,83734476
07/06/2018,46.9236,46.9381,46.4873,46.7592,85388720
08/06/2018,46.2057,46.4063,45.8674,46.3338,106627196
11/06/2018,46.2492,46.3991,45.9737,46.2202,73233840
12/06/2018,46.2577,46.554,46.2009,46.474,67644564
13/06/2018,46.5079,46.619,46.0293,46.0921,86553572
14/06/2018,46.2976,46.3024,45.9761,46.1163,86440296
15/06/2018,45.9302,45.9616,45.5024,45.6426,246876640
18/06/2018,45.4105,45.7344,45.2462,45.6184,73939460
19/06/2018,44.7483,45.0359,44.3398,44.8812,134313820
20/06/2018,45.0407,45.2462,44.8909,45.077,82514804
21/06/2018,45.2583,45.5241,44.6999,44.8256,102847592
22/06/2018,44.9852,44.9924,44.6419,44.6951,108801788
25/06/2018,44.3277,44.6951,43.6824,44.0304,126652384
26/06/2018,44.2286,45.0842,44.1199,44.5767,98276804
27/06/2018,44.7695,45.2655,44.48,44.5114,101141312
28/06/2018,44.4969,45.0069,44.4244,44.8353,69460940
29/06/2018,45.0262,45.2438,44.2093,44.741,90950664
02/07/2018,44.4292,45.2704,44.3326,45.2414,70699152
03/07/2018,45.3888,45.4275,44.3616,44.4534,55819224
05/07/2018,44.7773,45.0552,44.5404,44.8111,66416992
06/07/2018,44.816,45.5444,44.7628,45.4323,69940980
09/07/2018,45.8021,46.0873,45.7538,46.0631,79026536
10/07/2018,46.0946,46.2323,45.9665,46.0075,63756596
11/07/2018,45.5604,45.8697,45.3453,45.4105,75325880
12/07/2018,45.8093,46.2637,45.7562,46.1719,72164524
13/07/2018,46.184,46.3677,46.1405,46.2444,50079168
16/07/2018,46.2903,46.5635,46.0233,46.1429,60172440
17/07/2018,45.8625,46.3749,45.7296,46.2734,62138092
18/07/2018,46.3532,46.358,45.906,46.0196,65573524
19/07/2018,45.848,46.5393,45.848,46.3773,81147008
20/07/2018,46.3532,46.5103,45.964,46.271,82824168
23/07/2018,46.0873,46.3967,45.8166,46.3121,63957460
24/07/2018,46.5151,46.8076,46.4184,46.648,74791592
25/07/2018,46.6626,47.0952,46.5103,47.0879,67305932
26/07/2018,47.0372,47.3635,46.7955,46.9405,76303856
27/07/2018,47.129,47.1774,45.9471,46.1598,96095888
30/07/2018,46.3822,46.4547,45.6982,45.9012,84118140
31/07/2018,45.9955,46.4402,45.7634,45.993,157492152
01/08/2018,48.1297,48.7653,47.6898,48.7025,271742864
02/08/2018,48.4801,50.3654,48.4245,50.1261,249616048
03/08/2018,50.0391,50.4524,49.6645,50.2711,133789584
06/08/2018,50.2735,50.5757,50.0488,50.5322,101701548
07/08/2018,50.5926,50.6361,49.9738,50.0584,102349548
08/08/2018,49.8022,50.2276,49.4324,50.0923,90101948
09/08/2018,50.0995,50.7038,50.0802,50.4862,93970504
10/08/2018,50.2952,50.7172,50.1278,50.3364,98444808
13/08/2018,50.3776,51.1664,50.3776,50.6614,103563520
14/08/2018,50.9731,51.0713,50.5134,50.8748,82992040
15/08/2018,50.7463,51.115,50.5304,50.9937,115230256
16/08/2018,51.3599,51.8601,51.292,51.7407,114001468
17/08/2018,51.7699,52.8638,51.7019,52.774,141707988
20/08/2018,52.9001,53.1621,52.1749,52.2598,121150780
21/08/2018,52.5848,52.6794,51.9117,52.1579,104639020
22/08/2018,51.9299,52.4781,51.8669,52.1604,76072524
23/08/2018,52.0633,52.6455,52.0512,52.2671,75532896
24/08/2018,52.5363,52.6091,52.1749,52.4296,73905424
27/08/2018,52.6697,53.0554,52.4708,52.8613,82100468
28/08/2018,53.1209,53.492,53.099,53.2882,91107064
29/08/2018,53.3974,54.2075,53.2179,54.0838,109019216
30/08/2018,54.1493,55.3644,53.9431,54.581,195175296
31/08/2018,54.94,55.5124,54.8163,55.2116,173360536
04/09/2018,55.4008,55.5876,54.9691,55.3887,109560528
05/09/2018,55.5415,55.7064,54.598,55.0273,133331840
06/09/2018,54.8721,55.1437,53.6763,54.1129,137159904
07/09/2018,53.8097,54.6635,53.5332,53.6763,150479240
10/09/2018,53.5914,53.8097,52.5048,52.9559,158065812
11/09/2018,52.8783,54.4037,52.5266,54.2948,142996196
12/09/2018,54.5592,54.5737,53.3222,53.6205,197114960
13/09/2018,54.2148,55.3863,53.9843,54.9157,166825508
14/09/2018,54.7556,55.02,53.9727,54.2924,127997156
17/09/2018,53.8825,54.0765,52.6988,52.8468,148780532
18/09/2018,52.8249,53.8097,52.6624,52.9341,126286848
19/09/2018,52.9972,53.2688,52.221,52.9656,108495332
20/09/2018,53.4192,53.914,53.1548,53.3683,106435176
21/09/2018,53.5502,53.6908,52.7037,52.7934,384986992
24/09/2018,52.5897,53.6666,52.5436,53.5526,110773432
25/09/2018,53.3003,54.045,53.2882,53.8922,98217516
26/09/2018,53.6035,54.2705,53.3028,53.4629,95938824
27/09/2018,54.2875,54.923,54.2196,54.5616,120724908
28/09/2018,54.5228,54.7775,54.336,54.7532,91717456
01/10/2018,55.2893,55.6458,54.9012,55.1219,94403208
02/10/2018,55.1195,55.7865,54.9691,55.6118,99152680
03/10/2018,55.7986,56.6281,55.7331,56.2886,114619196
04/10/2018,55.9757,56.3565,54.9933,55.299,128168000
05/10/2018,55.2917,55.4008,53.5017,54.4015,134321852
08/10/2018,53.897,54.5252,53.4095,54.2754,118655692
09/10/2018,54.2439,55.1243,53.9058,55.0273,107564116
10/10/2018,54.6853,54.9012,52.4029,52.4781,167962216
11/10/2018,52.0318,53.2397,51.4982,52.0148,212497568
12/10/2018,53.4629,54.0595,52.5945,53.8728,161351404
15/10/2018,53.6423,53.8048,52.6988,52.7206,123164028
16/10/2018,53.1015,54.0862,52.5758,53.8825,116735852
17/10/2018,53.9188,54.0013,53.2009,53.6496,91541588
18/10/2018,52.8419,53.2979,51.6631,52.3956,130325260
19/10/2018,52.8904,53.6666,52.7376,53.1936,132314904
